SrNo,Date,NO,CO,NO2,O3,SO2,PM2.5,Benzene,Toulene,P_Xylene,NOx,PM10,WindDirection,NH3,RH,Temp,WindSpeed,VerticalWindSpeed,Solar,BarPressure,Weather,PD_PM2.5,PD_PM10,PD_NO2,PD_SO2,PD_CO
102,17-07-2015,14.45,2.88,41.11,22.26,15.27,83.3,7.17,20.64,11.13,163.45,138.63,169.46,31.19,71.42,28.21,1.5,0.57,99.77,732.31,Monsoon,94.06,209.69,43.52,5.46,1.55
103,18-07-2015,19.94,1.88,45.81,38.26,5.15,75.17,5.98,18.46,9.94,199.5,115.39,177.72,25.9,76.09,27.08,0.63,0.24,70.68,732.41,Monsoon,83.3,138.63,41.11,15.27,2.88
104,19-07-2015,21.46,1.51,64.88,36.43,6.09,75.98,4.74,12.47,10.32,255.43,117.27,176.59,41.82,70.48,27.44,0.72,-0.37,115.42,731.14,Monsoon,75.17,115.39,45.81,5.15,1.88
105,20-07-2015,23.05,2.34,67.95,26.77,5.35,56.66,3.97,11.42,8.2,269.82,82.51,158.81,31.57,74.32,26.3,1,0.14,92.38,730.59,Monsoon,75.98,117.27,64.88,6.09,1.51
106,21-07-2015,7.13,1.12,43.56,20.5,4.45,43.01,3.47,10.12,4.84,142.32,69.23,140.38,27.47,65.82,29.23,1.52,-2.07,144.25,731.34,Monsoon,56.66,82.51,67.95,5.35,2.34
107,22-07-2015,5.31,0.95,41.05,22.53,5.6,40.65,3.23,8.51,2.51,128.5,65.42,142.37,28.89,63.44,30.05,1.71,-2.87,143.55,731.99,Monsoon,43.01,69.23,43.56,4.45,1.12
108,23-07-2015,6.91,1.6,46.99,21.1,7.97,37.97,3.45,10.18,3.04,150.43,81.88,133.69,28.37,63.94,29.64,2.17,-2.25,132.16,732.19,Monsoon,40.65,65.42,41.05,5.6,0.95
109,24-07-2015,9.49,1.33,47.49,24.53,5.89,47.71,6.74,16.84,8.03,162.03,88.56,165.19,32.21,64.56,29.36,1.42,-0.15,121.28,732.45,Monsoon,37.97,81.88,46.99,7.97,1.6
110,25-07-2015,10.27,1.23,47.21,24.8,6.32,47.69,4.66,14.62,5.18,164.02,85.72,149.46,33.62,65.44,29.36,1.58,-1.34,152.29,731.95,Monsoon,47.71,88.56,47.49,5.89,1.33
111,26-07-2015,3.51,0.82,28.97,22.31,5.31,28.57,2.41,7.81,2.12,89.77,58.47,128.94,29.87,68.94,27.67,3.45,0.26,123.09,730.65,Monsoon,47.69,85.72,47.21,6.32,1.23
112,27-07-2015,4.4,0.76,30.57,21.94,5.97,22.08,2.31,7.71,2.15,96.3,41.15,153.52,23.45,67.4,27.11,1.62,0.06,130.92,730.85,Monsoon,28.57,58.47,28.97,5.31,0.82
113,28-07-2015,2.9,0.73,30.26,22.6,4.68,18.75,1.76,6.35,1.37,85.99,44.98,155.33,21,64.68,26.84,1.46,0.04,124.54,730.57,Monsoon,22.08,41.15,30.57,5.97,0.76
114,29-07-2015,8.29,1.11,38.37,21.01,4.47,22.73,2.71,10.04,3.02,123.02,51.96,151.1,19.92,68,25.33,1.77,0.05,113.38,731.05,Monsoon,18.75,44.98,30.26,4.68,0.73
115,30-07-2015,4.49,0.87,32.36,20.27,5.74,22.03,2.14,7.7,1.97,96.22,41.26,232.86,23.09,67.95,26.86,1.16,-0.09,108.6,731.75,Monsoon,22.73,51.96,38.37,4.47,1.11
116,31-07-2015,12.9,0.92,38.88,20.61,5.89,36.96,3.27,11.81,4.7,142.65,79.05,246.63,19.6,70.28,26.26,0.99,-0.15,88.11,731.06,Monsoon,22.03,41.26,32.36,5.74,0.87
117,01-08-2015,19.75,1,38.8,20.93,6.68,40.32,3.25,11.18,4.11,180.43,88.88,244.23,19.7,70.12,26.1,1.01,-0.28,97,731.17,Monsoon,36.96,79.05,38.88,5.89,0.92
118,02-08-2015,11.02,1.01,36.54,24.09,4.67,48.03,3.69,12.95,4.18,139.59,89.59,242.26,21.33,68.21,27.46,0.93,-0.11,132.19,731.64,Monsoon,40.32,88.88,38.8,6.68,1
119,03-08-2015,11.43,1.02,40.27,25.45,5.66,45.31,3.67,12.09,3.86,150.97,100.4,231.55,24.35,63.94,29.09,1.27,-0.04,143.69,731.98,Monsoon,48.03,89.59,36.54,4.67,1.01
120,04-08-2015,6.52,1.13,49.08,33.76,6.78,45.35,4.1,12.17,4.01,153.85,106.78,216.41,26.19,62.99,29.55,0.98,-0.64,133.3,732.85,Monsoon,45.31,100.4,40.27,5.66,1.02
121,05-08-2015,29.85,1.49,58.38,63.67,6.73,62.79,6.44,21.5,9.67,270.34,101.98,174.05,30.18,73.6,27.63,0.95,-0.14,98.69,731.7,Monsoon,45.35,106.78,49.08,6.78,1.13
122,06-08-2015,8.11,1.3,51.38,19.48,7.11,58.99,5.44,17.97,6.49,174.6,84.74,187.01,36.16,75.94,27.24,0.9,0.01,88.27,731.87,Monsoon,62.79,101.98,58.38,6.73,1.49
123,07-08-2015,11.38,1.34,49.23,22.39,5.84,60.02,5.91,19.6,8.25,185.33,98.6,178.06,31.51,77.69,26.99,1.1,-0.16,104.55,731.57,Monsoon,58.99,84.74,51.38,7.11,1.3
124,08-08-2015,11.98,1.16,54.14,20.48,6.82,78.65,6.64,22.71,8.89,201.7,122.69,158.39,38.68,79.81,26.11,0.85,-0.09,73.07,731.38,Monsoon,60.02,98.6,49.23,5.84,1.34
125,09-08-2015,14.13,NA,41.13,20.91,5.66,61.72,5.83,19.4,7.25,173.38,83.91,181.53,30.72,82.94,24.97,1,-0.13,71.19,731.08,Monsoon,78.65,122.69,54.14,6.82,1.16
126,10-08-2015,34.07,2.15,68.28,44.2,10.91,97.12,10.8,31.32,12.61,330.32,134.74,212.2,29.27,68.71,29.46,0.86,-0.12,118,732.98,Monsoon,61.72,83.91,41.13,5.66,NA
127,11-08-2015,25.32,1.57,57.42,22.83,6.06,77.2,8.05,25.3,10.71,264.38,96.24,179.23,39.17,81.89,25.96,1.17,-0.22,53.36,731.76,Monsoon,97.12,134.74,68.28,10.91,2.15
128,12-08-2015,41.04,1.75,47.21,25.71,8.86,64.52,6.75,18.8,8.9,298.37,92.18,173.58,33.09,71.61,27.95,1.11,-0.16,131.5,731.64,Monsoon,77.2,96.24,57.42,6.06,1.57
129,13-08-2015,54.66,1.74,55.77,27.93,6.53,70.61,8.96,27.24,13.69,377.21,120.41,191.64,40.82,69.36,29.3,0.78,-0.11,127.35,732.81,Monsoon,64.52,92.18,47.21,8.86,1.75
130,14-08-2015,13.01,1.13,56.74,41.95,12.42,66.4,7.71,23.18,8.54,213.18,106.36,172.55,40.67,70.89,28.87,0.94,-0.14,123.21,732.19,Monsoon,70.61,120.41,55.77,6.53,1.74
131,15-08-2015,12.1,0.95,50.35,22.61,11.68,46.79,5.37,16.22,4.86,190.52,67.77,194.91,31.9,79.5,25.86,0.59,-0.11,54.64,731.67,Monsoon,66.4,106.36,56.74,12.42,1.13
132,16-08-2015,16.65,1.09,53.57,28.94,11.05,51.93,6.09,17.33,7.3,218.76,74.73,226.31,28.4,78.59,25.89,0.66,-0.12,106.02,730.91,Monsoon,46.79,67.77,50.35,11.68,0.95
133,17-08-2015,17.38,1.25,59.36,29.69,12.02,70.15,6.8,22.18,9.37,238.11,101.91,214.63,29.44,72.62,28.31,0.92,-0.21,128.57,731.94,Monsoon,51.93,74.73,53.57,11.05,1.09
134,18-08-2015,7.13,0.82,48.71,25.66,11,53,4.58,16.16,4.93,166.87,97.07,206.65,32.48,72.49,27.33,1.35,-0.24,134.06,731.75,Monsoon,70.15,101.91,59.36,12.02,1.25
135,19-08-2015,10.01,0.65,39.45,19.64,5.36,26.72,1.69,10.75,4.45,151.37,69.56,255.17,22.42,66.25,28.18,1.95,-0.3,135.78,732.23,Monsoon,53,97.07,48.71,11,0.82
136,20-08-2015,6.12,0.52,32.48,25.94,6.47,25.24,1.48,5.7,1.96,65.69,118.23,258.06,17.46,62.52,28.2,2.35,-0.34,131.91,731.59,Monsoon,26.72,69.56,39.45,5.36,0.65
137,21-08-2015,36.81,1.05,44.71,19.3,8.76,45.82,0.88,0,1.16,90.11,178.3,247.49,20.18,67.02,27.39,1.46,-0.2,113.95,732.16,Monsoon,25.24,118.23,32.48,6.47,0.52
138,22-08-2015,22.75,0.91,45.06,21.45,9.91,53.56,9.6,25.17,14.67,71.21,192.73,214.79,25.36,63.79,27.89,1.29,-0.09,134.39,732.68,Monsoon,45.82,178.3,44.71,8.76,1.05
139,23-08-2015,8.84,0.83,35.56,21.36,10.33,49.27,4.18,14.18,5.38,43.55,111.17,222.66,25.95,66.81,27.75,1.25,-0.15,124.68,733.03,Monsoon,53.56,192.73,45.06,9.91,0.91
140,24-08-2015,24.49,1.02,47.69,18.28,8.53,48.2,4.76,16.64,6.91,75.93,102.23,232.01,20.98,66.95,28.02,1.36,-0.2,142.78,733.02,Monsoon,49.27,111.17,35.56,10.33,0.83
141,25-08-2015,14.4,1.03,44.55,18.79,7.35,54.92,4.63,14.75,6.38,59.08,139.41,233.27,21.18,59.25,29.3,1.95,-0.23,145.92,732.92,Monsoon,48.2,102.23,47.69,8.53,1.02
142,26-08-2015,28.05,1.11,46.76,27.62,7.44,54.4,5.19,18.4,7.94,76.08,143.27,221.49,21.82,59.96,29.6,1.72,-0.23,132.52,733.12,Monsoon,54.92,139.41,44.55,7.35,1.03
143,27-08-2015,49.64,1.47,51.39,20.81,8.29,62.41,7.3,24.06,11.33,113.09,170.53,217.61,26.32,59.18,30.28,1.26,-0.2,143.8,732.44,Monsoon,54.4,143.27,46.76,7.44,1.11
144,28-08-2015,9.26,1.13,64.59,33.12,8.8,80.94,5.83,19.87,8.21,70.2,178.23,206.18,33.11,63,29.91,0.95,-0.16,134.28,732.26,Monsoon,62.41,170.53,51.39,8.29,1.47
145,29-08-2015,10.79,0.93,55.11,31.51,8.64,52.85,3.2,10.63,3.78,63.83,126.33,222.75,26.63,57.48,30.32,1.16,-0.2,142.22,731.9,Monsoon,80.94,178.23,64.59,8.8,1.13
146,30-08-2015,11.63,0.89,45.48,19.63,8.07,51.43,3.81,12.76,5.06,56.41,138.29,230.69,28.23,56.52,30.56,1.43,-0.2,136.01,731.87,Monsoon,52.85,126.33,55.11,8.64,0.93
147,31-08-2015,4.63,0.92,37.26,19.98,9.01,46.47,2.38,9.16,2.95,39.43,171.62,231.03,20.16,53.64,30.23,2.07,-0.24,139.33,731.43,Monsoon,51.43,138.29,45.48,8.07,0.89
148,01-09-2015,11.72,0.73,40.8,18.06,8.04,77.12,2.89,9.71,3.58,52.23,282.43,235.01,18.86,50.72,29.97,2.04,-0.23,144.3,732.04,Autumn,46.47,171.62,37.26,9.01,0.92
149,02-09-2015,17.46,0.73,44.72,29.6,9.55,111.47,2.88,9.39,3.65,63.35,343.76,247.22,16.45,49.41,29.43,1.89,-0.13,141.93,731.75,Autumn,77.12,282.43,40.8,8.04,0.73
150,03-09-2015,56.06,1.26,53.31,44.91,10.07,102.14,4.5,15.31,7.79,124.04,298.78,237.11,16.92,50.26,29.06,1.44,0.23,142.11,730.89,Autumn,111.47,343.76,44.72,9.55,0.73
151,04-09-2015,76.31,1.4,60.22,55.63,9.69,85.26,6.76,22.5,13.65,157.88,240.67,229.5,20.75,46.09,29.6,1.37,0.4,143.33,730.98,Autumn,102.14,298.78,53.31,10.07,1.26
152,05-09-2015,50.08,1,56.48,43.09,9.67,69.63,5.99,18.46,9.35,118.72,190.29,254.83,28.41,55.29,26.26,1.31,0.39,109,730.69,Autumn,85.26,240.67,60.22,9.69,1.4
153,07-09-2015,33.02,1.2,63.55,64.7,8.76,44.16,6.28,19.42,8.03,101.23,176.01,214.49,21.35,43.54,31.76,1.48,0.06,178.82,733.44,Autumn,NA,NA,NA,NA,NA
154,08-09-2015,30.36,1.05,58.64,73.37,6.91,51.68,4.95,17.04,6.26,92.39,217.94,225.95,30.75,51.66,29.09,1.64,-0.04,152.03,732.29,Autumn,44.16,176.01,63.55,8.76,1.2
155,09-09-2015,16.75,0.89,61.31,87.86,7.8,44.56,5.68,15.46,4.89,77.09,185.25,210.99,22.55,46.8,29.58,1.82,-0.17,141.83,732.54,Autumn,51.68,217.94,58.64,6.91,1.05
156,10-09-2015,19.17,0.98,74.6,68.82,8.26,47.72,5.99,18.06,6.76,92.64,168.36,211.98,25.2,47.34,29.71,1.52,0.25,140.14,732.12,Autumn,44.56,185.25,61.31,7.8,0.89
157,11-09-2015,12.92,1.19,79.69,84.4,9.9,59.15,7.08,20.73,7.86,88.65,155.39,198.25,30.27,52.62,29.15,1.29,0.75,139.62,731.99,Autumn,47.72,168.36,74.6,8.26,0.98
158,12-09-2015,54.33,1.62,91.75,83.02,8.77,88.66,7.59,23.81,10.27,155.13,186.32,185.51,42.39,56.45,30.08,0.56,0.02,128.72,731.81,Autumn,59.15,155.39,79.69,9.9,1.19
159,13-09-2015,51.12,1.77,87.79,91.51,9.55,98.69,6.47,19.62,9.69,147.77,265,200.53,39.42,56.79,30.02,0.53,0.25,114.4,731.69,Autumn,88.66,186.32,91.75,8.77,1.62
160,14-09-2015,81.65,2.24,112.65,97.22,6.1,118.29,8.66,27.7,14.87,211.09,252.91,189.89,45.75,53.22,30.25,0.61,0.49,126.78,732.02,Autumn,98.69,265,87.79,9.55,1.77
161,15-09-2015,32.94,1.78,96.42,102.94,7.88,115.08,8.16,24.85,12.02,130.4,227.98,201.29,43.42,54.76,30.82,0.53,0.45,127.27,732.03,Autumn,118.29,252.91,112.65,6.1,2.24
162,16-09-2015,5.82,1.19,62.17,61.39,6.94,94.52,4.94,13.52,4.9,63.34,194.34,174.15,46.32,54.69,30.46,0.89,1.54,124.44,731.99,Autumn,115.08,227.98,96.42,7.88,1.78
163,17-09-2015,24.35,1.57,91.76,63.22,9.4,122.29,7.98,23.02,9.63,115.01,248.74,175.24,44.67,57.12,29.76,0.64,1.77,115.85,731.77,Autumn,94.52,194.34,62.17,6.94,1.19
164,18-09-2015,10.43,1.21,57.38,28.19,9.36,54.89,5.31,17.65,8.02,65.36,127.55,153.17,35.98,63.94,28.75,1.48,2.12,101.98,731.92,Autumn,122.29,248.74,91.76,9.4,1.57
165,19-09-2015,22.39,1.16,62.68,44.92,6.65,69.7,6.75,19.8,7.76,86.43,109.87,154.39,37.47,71.7,28.12,1.09,-0.95,113.11,732.16,Autumn,54.89,127.55,57.38,9.36,1.21
166,20-09-2015,18.05,0.97,44.04,52.52,6.38,56.12,4.43,15.75,5.06,63.89,102.82,170.56,36.96,65.26,28.61,1.48,-0.37,129.48,731.99,Autumn,69.7,109.87,62.68,6.65,1.16
167,21-09-2015,5.15,0.72,38.5,38.01,9.53,35.9,2.81,8.71,2.54,41.11,67.03,182.82,20.12,62.98,27.88,1.21,-0.37,133.88,732.62,Autumn,56.12,102.82,44.04,6.38,0.97
168,22-09-2015,2.95,0.78,32.98,29.72,10.41,30.17,2.48,8.24,2.24,33.41,66.32,171.98,11.01,65.19,27.8,1.97,-0.2,120.69,732.22,Autumn,35.9,67.03,38.5,9.53,0.72
169,23-09-2015,5.66,0.69,41.55,36.57,11.34,29.25,3.48,10.86,3.32,44.41,60.17,186.54,10.15,63.18,26.1,1.89,-0.15,117.84,731.6,Autumn,30.17,66.32,32.98,10.41,0.78
170,24-09-2015,57.61,1.68,53.92,43.79,11.99,59.26,4.19,11.49,5.75,124.23,157.1,242.95,14.27,53.65,26.12,1.95,-0.27,136.15,731.61,Autumn,29.25,60.17,41.55,11.34,0.69
171,25-09-2015,95.36,1.96,60.8,46.7,11.96,72.69,6.97,21.57,13.11,184.4,193.97,243.15,22.83,49.94,26.14,1.29,0.32,135.01,732.13,Autumn,59.26,157.1,53.92,11.99,1.68
172,26-09-2015,128.42,2.74,54.5,45.58,12.78,87.41,9.45,26.18,16.98,223.91,213.27,231.02,33.54,57.09,26.57,1.21,0.37,129.46,733.48,Autumn,72.69,193.97,60.8,11.96,1.96
173,27-09-2015,61.82,2.06,37.82,56.8,11.47,86.45,8.88,25.72,NA,116.34,203.22,207.48,NA,57.45,27.21,0.99,-0.33,124.17,732.36,Autumn,87.41,213.27,54.5,12.78,2.74
174,28-09-2015,37.19,1.58,55.14,53,9.18,67.2,6.89,21.85,NA,99.96,164.01,218.75,22.1,56.7,26.48,1.08,0.52,132.6,732.56,Autumn,86.45,203.22,37.82,11.47,2.06
175,29-09-2015,19.74,1.42,80.07,56.18,9.8,64.83,7.25,22.47,NA,98.3,150.84,202.66,23.12,56.76,26.39,1.31,0.56,132.03,732.08,Autumn,67.2,164.01,55.14,9.18,1.58
176,30-09-2015,5.43,1.22,77.86,75.33,10.52,50.11,6.36,18,NA,76.68,133.99,181.56,35.87,47.1,26.81,1.51,-0.12,132.63,731.71,Autumn,64.83,150.84,80.07,9.8,1.42
177,01-10-2015,110.62,2.09,104.16,92.38,14.36,77.97,9.35,25.97,NA,242.78,188.78,220.56,34.45,51.82,25.86,0.95,-0.16,131.98,731.74,Autumn,50.11,133.99,77.86,10.52,1.22
178,02-10-2015,75.62,1.91,104.18,88.49,12.5,89.44,10.41,28.52,NA,189.92,182.43,212.85,42.46,53.3,25.84,0.86,0.12,131.01,733.36,Autumn,77.97,188.78,104.16,14.36,2.09
179,03-10-2015,178.36,3.53,141.86,82.07,15.25,111.98,9.66,25.22,NA,367.53,276.14,217.74,31.94,54.42,27.31,0.96,0.86,119.81,731.5,Autumn,89.44,182.43,104.18,12.5,1.91
180,04-10-2015,174.45,3.4,122.03,73.87,13.91,121.71,9.85,28.81,NA,346.97,272.46,212.97,55.83,52.3,27.06,0.73,0.64,125.02,729.33,Autumn,111.98,276.14,141.86,15.25,3.53
181,05-10-2015,291.5,4.57,139.84,94.73,21.53,135.45,12.12,34.45,NA,518.08,313.4,216.21,49.1,49.53,26.92,0.6,-0.12,117.27,728.16,Autumn,121.71,272.46,122.03,13.91,3.4
182,06-10-2015,137.3,2.95,128.54,46.41,11.66,123.76,9,30.43,NA,302.02,278.67,213.11,53.9,50.16,26.95,0.95,0,122.1,721.67,Autumn,135.45,313.4,139.84,21.53,4.57
183,07-10-2015,48.11,2.19,97.41,36.18,11.04,146.11,6.28,21.63,NA,152.49,260.61,201.99,58.79,57.71,26.77,1.32,0.31,155.09,723.94,Autumn,123.76,278.67,128.54,11.66,2.95
184,08-10-2015,150.49,3.18,117.5,83.7,16.5,118.36,12.26,35.7,NA,308.78,281.92,204.36,45,43.56,29.18,1.24,-0.12,156.36,733.83,Autumn,146.11,260.61,97.41,11.04,2.19
185,09-10-2015,212.13,3.15,105.19,63.99,15.79,115.22,11.86,37.13,NA,383.42,318.61,236.88,36.3,50.44,26.15,1,-0.07,122.16,734.25,Autumn,118.36,281.92,117.5,16.5,3.18
186,10-10-2015,200.85,2.95,81.32,47.97,12.26,109.12,10.85,32.18,NA,346.75,310.79,233.36,37.85,46.14,26.09,1.22,-0.15,123.77,733.68,Autumn,115.22,318.61,105.19,15.79,3.15
187,11-10-2015,157.93,2.6,73.93,42.44,12.39,91.72,10.13,28.6,NA,281.55,249.67,230.17,35.79,47.57,26.24,1,-0.11,106.03,733.74,Autumn,109.12,310.79,81.32,12.26,2.95
188,12-10-2015,164.95,2.81,74.82,41.82,13.12,97.95,10.67,28.61,NA,291.95,248.82,223.52,37.97,53.47,26.53,0.86,0.78,120.66,733.38,Autumn,91.72,249.67,73.93,12.39,2.6
189,13-10-2015,42.46,1.77,70.81,41.16,9.45,105.43,6.96,19.28,NA,121.07,234.02,162.86,40.14,59.36,27.17,1.26,1.76,111.09,733.72,Autumn,97.95,248.82,74.82,13.12,2.81
190,14-10-2015,17.81,1.33,62.91,47.03,10.48,86.44,5.02,13.59,NA,80.37,178.66,148.72,30.58,57.33,25.93,1.25,1.66,108.3,733.86,Autumn,105.43,234.02,70.81,9.45,1.77
191,15-10-2015,92.82,2.33,101.09,67,13.49,104.68,9.2,27.86,NA,216.83,222.83,196.02,33.81,58.44,25.26,0.49,0.81,112.86,733.81,Autumn,86.44,178.66,62.91,10.48,1.33
192,16-10-2015,136,2.77,97.99,96.27,11.79,129.64,11.04,32.59,NA,273.04,244.94,207.55,42.67,56.17,26.37,0.59,1.53,134.32,733.53,Autumn,104.68,222.83,101.09,13.49,2.33
193,18-10-2015,113.29,3.17,120.28,159.7,13.33,171.95,10.64,27.67,NA,261.89,324.44,200.77,37.97,48.02,28.41,0.69,1.73,136.62,733.46,Autumn,NA,NA,NA,NA,NA
194,19-10-2015,204.78,3.88,110.02,82.16,15.41,170.99,11.9,32.27,NA,377.68,314.5,209.75,43.38,56.72,26.19,0.66,0.97,106.22,733.75,Autumn,171.95,324.44,120.28,13.33,3.17
195,20-10-2015,177.71,3.76,126.25,75.48,15.9,175.72,13.61,37.75,NA,355.18,333.39,229.39,43.13,53.79,26.49,0.68,0.3,102.7,733.75,Autumn,170.99,314.5,110.02,15.41,3.88
196,21-10-2015,51.6,2.21,93.64,123.3,12.63,190.09,10.25,28.95,NA,153.9,332.94,213.55,43.8,51.26,25.6,0.81,0.39,139.9,733.51,Autumn,175.72,333.39,126.25,15.9,3.76
197,22-10-2015,143.66,3.42,107.26,120.12,25.19,155.18,12.48,27.68,NA,291.76,NA,229.7,26.09,41.44,24.12,0.82,0.57,83.21,732.76,Autumn,190.09,332.94,93.64,12.63,2.21
198,23-10-2015,176.15,3.32,107.66,76.85,25.31,158.45,11.68,28.12,NA,336.48,350.23,236.82,33.81,48.77,21.76,1.03,0.27,109.06,733.5,Autumn,155.18,NA,107.26,25.19,3.42
199,24-10-2015,259.61,4.21,126.86,86.71,26.55,179.58,14.59,39.8,NA,467.56,364.18,231.13,38.92,50.35,22.36,0.62,-0.11,108.94,733.51,Autumn,158.45,350.23,107.66,25.31,3.32
200,25-10-2015,101.44,3.25,99.22,85.14,16.87,143.69,9.17,24.42,NA,226.93,291,157.01,38.24,46.31,23.53,1.32,0.56,104.64,733.49,Autumn,179.58,364.18,126.86,26.55,4.21
201,26-10-2015,146.41,3.85,90.57,80.75,27.19,109.4,8.43,22.57,NA,280.59,262.78,172.6,29.93,50.37,22.58,1.48,1.03,102.33,733.63,Autumn,143.69,291,99.22,16.87,3.25
202,27-10-2015,118.24,2.46,98.99,65.82,17.26,114.32,11.94,37.21,17.65,249.71,232.04,213.02,37.29,51.9,22.22,0.81,1.02,97.77,733.64,Autumn,109.4,262.78,90.57,27.19,3.85
